,FIPS,state,county,tract,pop_00,white_00,hu_00,ohu_00,rhu_00,total_25_00,male_25_col_bd_00,male_25_col_md_00,male_25_col_psd_00,male_25_col_phd_00,female_25_col_bd_00,female_25_col_md_00,female_25_col_psd_00,female_25_col_phd_00,hh_00,I_10000_00,I_15000_00,I_20000_00,I_25000_00,I_30000_00,I_35000_00,I_40000_00,I_45000_00,I_50000_00,I_60000_00,I_75000_00,I_100000_00,I_125000_00,I_150000_00,I_200000_00,I_201000_00,hinc_00,mrent_00,mhval_00
60197,49035112502,49,035,112502,6356,5302,2780,1190,1590,3835,451,112,50,26,358,64,22,18,2788,44,137,149,204,200,336,221,313,218,255,317,255,108,31,0,0,41480,731,136800
60198,49035112503,49,035,112503,4360,3709,1557,1070,487,2607,230,77,24,11,269,79,6,0,1561,76,70,79,149,45,160,73,91,94,217,152,196,114,26,19,0,46589,774,151700
60199,49035112604,49,035,112604,5368,4790,1542,1383,159,3009,343,48,25,7,200,57,5,7,1523,42,23,53,74,87,121,100,121,113,197,190,268,95,18,14,7,51809,936,138400
60200,49035112605,49,035,112605,5998,5166,2070,1344,726,3342,236,157,27,20,231,72,20,6,2077,28,54,114,149,100,218,197,115,189,227,307,239,89,40,6,5,46541,726,137300
60201,49035112606,49,035,112606,7194,6700,2236,2051,185,4177,525,199,128,45,451,114,31,7,2221,106,24,30,85,125,120,166,151,99,195,220,333,207,135,76,149,60516,732,197100
60202,49035112608,49,035,112608,5840,5388,1606,1450,156,3176,478,217,66,24,365,119,26,27,1587,8,34,23,37,32,31,76,67,86,212,223,309,252,87,84,26,71844,657,190100
60203,49035112609,49,035,112609,6102,5688,1697,1592,105,3271,504,173,62,58,537,62,6,6,1702,22,6,6,11,38,50,60,96,50,173,282,381,225,131,120,51,77996,1322,192000
60204,49035112610,49,035,112610,3788,3273,1437,771,666,2218,125,75,22,4,142,34,5,0,1447,106,19,73,129,115,121,98,112,113,169,154,143,42,34,5,14,42620,640,138800
60205,49035112611,49,035,112611,6758,6007,2182,1652,530,3863,439,176,34,0,378,126,29,9,2194,111,77,25,105,124,55,127,157,141,194,370,425,147,72,43,21,58813,718,164700
60206,49035112612,49,035,112612,3390,3112,1242,844,398,2112,240,42,0,0,128,65,0,6,1234,77,70,24,21,54,56,31,70,59,169,215,217,114,21,14,22,59255,701,157900
60207,49035112613,49,035,112613,5534,5072,1482,1381,101,2926,317,257,30,36,351,132,0,0,1465,31,19,17,31,12,57,26,58,66,133,226,414,189,73,83,30,79099,1157,186600
60208,49035112614,49,035,112614,3585,3383,1039,995,44,2068,394,143,86,41,401,69,18,5,1037,5,9,26,46,27,15,13,48,31,60,63,129,195,101,115,154,104631,1438,275300
60209,49035112615,49,035,112615,2654,2488,733,703,30,1405,255,120,36,15,135,73,8,6,756,8,13,5,0,15,35,10,43,37,47,78,217,105,46,43,54,84350,1236,234200
60210,49035112616,49,035,112616,4019,3737,1138,1065,73,2141,377,115,60,20,285,34,16,16,1133,0,10,19,10,42,36,23,49,46,156,166,197,256,34,60,29,76520,1120,196600
60211,49035112617,49,035,112617,4006,3772,1020,983,37,2021,352,176,91,28,356,60,16,8,1021,0,0,8,9,42,18,24,15,30,71,118,226,176,72,109,103,93861,599,234600
60212,49035112700,49,035,112700,4706,4118,1602,1098,504,2881,184,71,0,20,135,29,16,0,1601,104,53,104,132,113,82,171,91,80,179,175,130,71,75,36,5,41921,641,137100
60213,49035112804,49,035,112804,5996,5500,1569,1425,144,2984,319,118,29,24,383,50,16,9,1562,32,9,27,25,61,23,70,80,59,186,343,383,165,65,17,17,68598,1189,164800
60214,49035112805,49,035,112805,5338,4811,1399,1312,87,2690,373,171,19,16,301,85,26,7,1388,7,3,14,24,24,40,19,87,87,164,243,322,221,90,43,0,73125,1281,183400
60215,49035112807,49,035,112807,6719,5192,986,610,376,4588,394,84,14,8,187,0,6,0,1000,22,11,26,27,24,67,37,52,62,146,138,205,132,18,22,11,62031,1078,205900
60216,49035112808,49,035,112808,7935,7181,2445,1807,638,4352,523,227,52,38,575,95,8,7,2456,140,94,106,174,103,115,139,201,111,228,334,356,177,130,21,27,51355,798,198800
60217,49035112809,49,035,112809,8648,8104,2496,1859,637,4377,528,203,92,23,447,118,25,20,2507,38,24,73,135,77,181,128,98,63,182,377,533,257,156,82,103,70442,815,255800
60218,49035112810,49,035,112810,4627,4411,1087,1014,73,2245,179,70,21,15,149,39,0,6,1094,11,0,19,24,17,42,33,75,35,150,251,255,102,38,22,20,66528,525,259200
60219,49035112811,49,035,112811,5360,4959,1586,1493,93,3033,595,201,56,47,546,89,13,0,1612,19,23,21,0,38,48,39,69,64,150,172,391,246,119,124,89,85105,473,267200
60220,49035112812,49,035,112812,6187,5517,1756,1555,201,3401,199,156,30,20,280,67,9,0,1753,42,11,39,80,45,132,100,72,138,281,295,330,95,29,43,21,56761,900,136200
60221,49035112813,49,035,112813,5741,5426,1469,1395,74,2908,373,165,73,29,278,69,21,0,1464,22,0,47,25,43,29,23,90,22,142,218,381,229,107,47,39,78866,1043,237500
60222,49035112814,49,035,112814,4614,4393,1250,1214,36,2525,549,141,114,12,410,67,25,13,1259,35,35,8,19,0,22,0,32,17,81,153,154,195,125,158,225,107880,1325,357700
60223,49035112815,49,035,112815,4870,4656,1311,1260,51,2634,495,201,71,46,344,72,13,11,1289,21,0,2,7,13,23,39,15,26,45,132,261,192,132,209,172,106500,1196,322700
60224,49035112904,49,035,112904,5955,4600,1495,1322,173,2853,154,57,9,0,169,42,0,0,1487,40,4,26,74,94,121,123,83,75,162,300,262,50,52,5,16,54890,841,128600
60225,49035112905,49,035,112905,4357,3871,1181,1080,101,2370,203,54,21,0,96,11,4,8,1201,39,4,20,48,32,62,59,85,63,133,216,228,131,57,14,10,65284,627,159800
60226,49035112907,49,035,112907,4897,3993,1372,1093,279,2549,185,69,7,22,183,39,7,0,1372,46,36,47,43,64,110,103,89,93,241,231,182,61,19,7,0,51563,719,131000
60227,49035112911,49,035,112911,7354,6446,2220,1463,757,3696,390,84,13,8,250,81,11,0,2208,48,38,79,69,98,232,144,168,121,266,279,341,210,61,31,23,54755,742,184500
60228,49035112912,49,035,112912,3017,2611,682,650,32,1493,158,82,13,8,164,7,0,0,733,8,20,14,9,30,30,50,27,57,60,179,122,56,28,17,26,64482,975,157500
60229,49035112913,49,035,112913,5509,4816,1440,1314,126,2748,226,33,0,9,149,19,8,0,1382,14,22,40,72,41,50,67,53,75,194,263,251,114,95,15,16,62072,936,156700
60230,49035112914,49,035,112914,6438,5091,2097,1425,672,3479,282,99,18,0,248,32,17,8,2099,118,57,149,135,135,166,49,145,121,223,304,253,121,105,6,12,48482,573,144000
60231,49035112915,49,035,112915,1026,831,356,307,49,655,94,0,0,0,35,9,5,0,384,0,12,7,20,21,43,21,15,51,96,47,27,8,10,6,0,50333,653,132900
60232,49035112916,49,035,112916,4302,3348,1220,770,450,2024,116,59,15,0,115,45,0,0,1198,45,48,12,70,93,118,101,108,53,143,125,195,52,0,7,28,45588,765,149200
60233,49035112917,49,035,112917,3945,3260,1090,951,139,2100,181,37,11,0,143,21,7,8,1131,63,14,24,46,41,75,77,97,80,124,174,206,42,43,13,12,55457,682,140500
60234,49035112918,49,035,112918,4934,4198,1441,1078,363,2419,173,46,16,5,145,70,0,0,1440,57,20,106,65,67,80,94,144,111,176,267,172,51,22,8,0,48824,730,138600
60235,49035112919,49,035,112919,2115,1906,612,424,188,983,75,15,12,0,93,38,0,0,579,8,16,0,7,25,64,46,64,58,98,63,78,27,0,25,0,50101,771,164200
60236,49035113007,49,035,113007,4405,4098,1061,1020,41,2240,291,53,20,9,224,25,0,0,1099,0,6,7,20,35,18,19,76,69,174,216,287,119,29,18,6,69801,1185,172300
60237,49035113008,49,035,113008,6253,5794,1468,1446,22,2967,371,194,25,14,293,60,19,0,1461,8,8,18,0,31,17,30,61,29,155,296,410,262,41,59,36,78829,863,234600
60238,49035113009,49,035,113009,1820,1720,478,456,22,861,113,19,0,0,73,28,0,0,445,0,9,22,9,0,17,25,31,15,35,108,85,76,8,5,0,66563,293,219700
60239,49035113010,49,035,113010,6163,5836,1649,1432,217,3160,414,155,40,39,286,69,14,0,1645,54,59,38,58,28,52,50,43,61,161,144,496,215,96,39,51,78064,1339,226600
60240,49035113011,49,035,113011,4403,4183,1098,1015,83,2263,219,159,8,0,263,17,0,0,1094,0,23,17,34,34,31,14,72,35,93,176,291,135,51,52,36,75783,758,232800
60241,49035113012,49,035,113012,4325,4064,1070,1006,64,2151,253,153,21,0,256,9,9,0,1081,24,24,17,4,36,7,63,35,38,73,166,225,174,79,65,51,78182,578,241500
60242,49035113013,49,035,113013,3198,3025,761,735,26,1491,137,81,0,0,99,21,0,0,763,0,17,28,0,62,34,19,17,52,89,197,148,57,27,9,7,65814,696,204300
60243,49035113014,49,035,113014,3723,3583,967,899,68,1860,201,110,8,26,200,35,0,0,951,9,25,0,19,21,16,81,26,71,143,141,268,69,27,6,29,64258,644,169400
60244,49035113015,49,035,113015,4409,4160,1118,1058,60,2243,247,100,0,19,169,33,0,0,1136,12,13,25,0,38,30,58,61,60,96,232,239,141,77,47,7,70964,1307,189600
60245,49035113016,49,035,113016,3325,3131,788,760,28,1644,147,80,0,0,138,0,0,0,798,7,0,5,7,23,14,18,65,72,94,160,151,115,33,26,8,68186,1513,180500
60246,49035113017,49,035,113017,6837,6474,1720,1600,120,3308,251,90,61,0,237,29,7,0,1732,51,46,31,50,39,78,99,135,117,207,376,327,143,19,14,0,60663,838,156800
60247,49035113018,49,035,113018,1510,1439,440,369,71,767,36,22,10,0,47,0,0,0,424,27,10,34,16,0,35,13,46,29,39,51,56,39,29,0,0,51000,506,250400
60248,49035113101,49,035,113101,6397,5420,1748,1620,128,3249,268,57,16,0,253,20,0,0,1755,17,31,12,80,49,126,133,190,71,193,306,366,125,25,16,15,57813,903,148900
60249,49035113102,49,035,113102,3768,3436,877,842,35,1836,186,62,5,0,147,24,0,0,873,0,15,6,16,43,0,36,73,81,120,107,258,67,34,8,9,67135,1327,164300
60250,49035113103,49,035,113103,5173,4634,1263,1220,43,2386,219,50,24,0,181,67,6,0,1264,10,0,22,19,41,29,17,63,65,217,332,223,137,57,25,7,65079,978,177900
60251,49035113104,49,035,113104,6424,6004,1828,1691,137,3286,358,83,35,0,246,32,10,0,1840,47,24,38,55,44,47,91,128,165,342,326,299,125,59,35,15,58019,525,172600
60252,49035113304,49,035,113304,7678,5451,2523,1542,981,4597,132,38,16,6,227,57,14,0,2530,185,129,126,154,258,211,225,213,157,244,241,244,81,33,20,9,39536,595,127100
60253,49035113305,49,035,113305,6101,3653,1915,935,980,3361,72,23,6,0,60,0,11,0,1924,169,145,174,229,132,200,115,122,93,160,202,140,6,4,25,8,32909,623,101300
60254,49035113306,49,035,113306,6235,3496,2451,627,1824,3251,156,35,15,0,144,24,25,0,2459,241,226,181,247,206,231,132,223,182,182,198,141,27,11,13,18,32295,614,128800
60255,49035113307,49,035,113307,5707,3842,1762,1302,460,3001,59,20,13,0,71,12,27,0,1759,109,104,123,171,168,164,140,149,137,139,129,155,41,19,0,11,36266,692,92100
60256,49035113308,49,035,113308,4759,2864,1473,833,640,2542,69,23,4,10,99,25,6,0,1465,131,107,99,134,110,131,120,111,77,175,118,115,29,4,4,0,36314,659,111200
60257,49035113405,49,035,113405,4440,2457,1155,1065,90,2335,120,9,5,0,44,32,10,0,1159,16,4,43,31,90,35,129,99,62,236,197,169,27,21,0,0,52098,814,121500
60258,49035113406,49,035,113406,6017,3754,1768,1070,698,3141,79,22,7,0,134,0,0,13,1777,114,94,146,109,174,84,79,134,177,266,179,158,49,6,8,0,43302,582,111300
60259,49035113407,49,035,113407,4786,3705,1368,1250,118,2400,101,36,0,6,113,20,6,0,1366,35,20,56,58,79,97,103,151,97,240,242,132,37,0,10,9,48646,850,129200
60260,49035113408,49,035,113408,6313,5000,1643,1444,199,3186,109,34,36,7,119,9,11,0,1642,12,42,28,28,86,106,198,134,131,231,274,294,66,0,12,0,51273,814,120600
60261,49035113409,49,035,113409,5258,4173,1389,1219,170,2696,123,17,0,5,81,7,5,0,1380,46,49,43,109,56,58,100,133,94,197,193,189,81,18,14,0,50068,700,126500
60262,49035113410,49,035,113410,6499,4640,1787,1563,224,3414,132,50,13,0,159,39,6,0,1782,39,67,16,94,81,152,135,106,126,355,303,183,63,41,5,16,51645,630,129200
60263,49035113411,49,035,113411,2575,1892,735,698,37,1532,116,31,0,0,97,44,0,0,749,7,5,16,26,35,67,42,35,28,161,144,89,79,7,8,0,55895,546,141200
60264,49035113412,49,035,113412,2071,1333,544,516,28,1059,52,9,0,0,53,4,0,0,530,8,14,38,12,0,18,8,42,59,124,97,76,27,7,0,0,54205,907,138400
60265,49035113413,49,035,113413,5450,4537,1592,1392,200,3108,157,43,13,0,120,9,7,0,1598,52,33,57,51,97,91,105,90,84,177,319,262,106,53,8,13,57564,639,138500
60266,49035113505,49,035,113505,6518,4784,1865,1405,460,3436,200,49,6,5,157,24,7,0,1851,86,49,71,91,94,204,98,146,88,274,228,274,65,52,24,7,49866,623,126800
60267,49035113509,49,035,113509,4165,2988,1554,1222,332,2494,137,30,17,5,91,37,18,6,1555,55,141,120,129,106,95,129,108,145,184,167,101,61,9,5,0,40086,690,57000
60268,49035113510,49,035,113510,3383,2573,1084,904,180,1984,102,20,0,3,122,7,0,5,1090,47,41,58,76,70,79,67,96,87,130,194,77,50,18,0,0,45833,761,127000
60269,49035113511,49,035,113511,3911,3093,1257,1001,256,2360,118,46,4,6,122,4,6,11,1249,36,56,66,46,92,142,79,114,65,130,186,150,56,19,12,0,44622,761,132600
60270,49035113512,49,035,113512,3474,2570,1751,490,1261,1989,184,54,26,0,133,0,6,0,1758,79,127,198,137,233,148,152,109,114,195,165,62,26,7,6,0,33208,621,94800
60271,49035113513,49,035,113513,5805,4497,1852,1054,798,3020,213,45,0,0,130,59,10,7,1848,32,84,93,118,143,142,179,110,102,250,243,180,118,20,10,24,45871,671,138300
60272,49035113514,49,035,113514,5431,4186,2319,984,1335,3081,110,22,0,7,160,18,0,0,2311,189,136,297,167,208,228,260,219,209,177,70,94,21,7,29,0,33552,662,32500
60273,49035113515,49,035,113515,5692,4831,2024,1463,561,3191,286,154,15,38,269,80,0,17,2025,73,78,67,45,150,197,116,197,153,243,248,267,128,27,23,13,48236,678,153100
60274,49035113517,49,035,113517,7629,5539,1965,1740,225,3867,233,46,6,7,187,27,0,7,1964,31,28,70,89,76,172,132,151,187,276,338,304,70,23,6,11,51917,865,122700
60275,49035113519,49,035,113519,7515,5391,2166,1469,697,4033,220,81,21,0,167,51,15,0,2162,106,110,113,95,155,54,197,115,155,345,192,260,162,40,26,37,49534,665,135000
60276,49035113520,49,035,113520,4149,3227,1407,965,442,2386,180,70,12,0,161,31,12,7,1403,65,65,103,100,69,56,87,85,140,216,160,160,70,10,7,10,47154,694,127600
60277,49035113521,49,035,113521,6764,5196,1857,1541,316,3552,243,41,28,24,214,35,15,7,1857,34,73,49,56,88,112,117,193,119,288,297,285,79,31,29,7,52352,854,131400
60278,49035113522,49,035,113522,3721,3055,1053,1003,50,2023,184,72,18,9,140,4,6,0,1060,0,14,13,28,32,41,59,92,22,149,233,199,94,68,0,16,63348,900,154000
60279,49035113523,49,035,113523,6586,4876,1762,1523,239,3207,228,32,9,7,167,28,0,0,1727,46,24,24,58,154,90,149,133,163,282,280,167,79,47,9,22,50678,737,123200
60280,49035113525,49,035,113525,4404,3309,1114,1034,80,2068,92,8,0,0,105,17,0,0,1122,18,27,43,16,22,60,96,71,74,271,248,126,50,0,0,0,56408,926,137000
60281,49035113526,49,035,113526,5268,4205,1323,1262,61,2514,150,42,0,0,140,7,0,0,1330,12,8,32,42,41,62,100,137,147,293,267,143,23,9,5,9,51944,1106,130800
60282,49035113527,49,035,113527,4712,3723,1188,1089,99,2229,150,5,5,0,131,18,0,0,1195,22,48,39,77,84,61,111,115,84,230,127,114,66,0,0,17,47301,1096,123400
60283,49035113528,49,035,113528,5385,4531,1403,1351,52,2552,280,76,0,0,239,23,0,0,1430,6,19,9,21,104,126,79,111,126,247,305,204,56,10,0,7,55269,1157,135100
60284,49035113529,49,035,113529,3872,3328,1106,1096,10,1934,211,5,27,0,136,10,55,0,1099,0,0,0,13,51,60,49,50,132,242,275,151,21,48,0,7,57235,950,162500
60285,49035113530,49,035,113530,2774,2436,828,784,44,1371,157,19,6,0,91,26,10,0,862,14,0,30,25,59,37,33,118,100,149,204,64,29,0,0,0,50815,932,135000
60286,49035113531,49,035,113531,1748,1533,417,415,2,843,121,31,10,13,67,0,7,0,407,0,0,6,0,0,0,5,40,31,63,67,99,47,15,19,15,70729,0,213900
60287,49035113532,49,035,113532,3618,3162,991,924,67,1995,170,32,0,16,100,9,0,7,983,40,8,13,11,53,37,33,91,82,95,126,249,98,20,16,11,63403,931,141100
60288,49035113533,49,035,113533,4497,3853,1280,1185,95,2508,248,79,39,7,186,43,10,0,1279,29,13,40,7,0,47,72,51,43,173,318,217,121,41,31,76,68630,698,172300
60289,49035113600,49,035,113600,5199,3760,1637,1423,214,3093,97,19,13,0,52,8,0,0,1630,82,104,47,163,134,197,134,116,75,197,173,180,20,8,0,0,38380,804,107600
60290,49035113700,49,035,113700,7235,5286,1990,1774,216,3824,108,44,35,0,158,12,15,0,1988,67,66,131,181,128,167,193,82,147,255,224,212,94,11,21,9,42460,863,112100
60291,49035113801,49,035,113801,5982,4231,1471,1343,128,2907,127,22,0,0,83,8,19,0,1461,21,37,74,74,93,131,117,99,172,223,184,153,60,9,6,8,47134,900,112700
60292,49035113802,49,035,113802,3758,2650,1204,999,205,2215,61,7,4,0,101,0,0,0,1198,58,44,63,145,149,132,81,99,98,142,89,51,0,4,5,38,35417,699,97500
60293,49035113803,49,035,113803,6237,4595,1584,1372,212,2922,199,17,5,7,172,27,0,0,1581,35,22,37,45,86,108,117,183,119,277,224,237,72,0,6,13,51301,820,123000
60294,49035113901,49,035,113901,6851,5375,2225,1748,477,3942,154,20,7,0,82,5,0,0,2242,204,95,199,215,129,186,164,220,187,190,224,179,36,0,0,14,37348,590,99300
60295,49035113903,49,035,113903,3537,2883,975,823,152,1715,120,5,0,8,67,11,9,0,985,28,4,47,57,57,63,158,85,99,77,139,90,60,16,5,0,44725,738,115400
60296,49035113904,49,035,113904,5525,4631,1643,1446,197,3063,108,30,0,0,155,17,8,0,1654,67,99,54,99,84,159,114,162,167,164,193,196,49,30,0,17,44191,720,113500
60297,49035113905,49,035,113905,6906,5503,1733,1595,138,3218,154,19,5,0,89,32,41,0,1732,21,22,43,39,110,189,170,128,179,225,278,219,86,8,10,5,48946,850,116700
60312,49043994100,49,043,994100,4190,3938,1356,1111,245,2340,181,60,15,0,195,31,7,0,1347,49,38,61,68,108,99,107,100,89,155,190,152,54,22,25,30,47854,497,154700
60313,49043994200,49,043,994200,4895,4666,1578,1300,278,2811,264,52,12,6,212,41,8,0,1598,61,61,68,96,103,116,121,79,84,193,217,227,82,44,18,28,50352,670,189200
60314,49043994301,49,043,994301,7721,7157,2730,2238,492,4836,886,352,218,84,874,285,78,7,2739,50,62,52,49,93,80,128,109,99,198,309,417,294,193,289,317,81767,1121,325600
60315,49043994302,49,043,994302,8083,7409,2891,2204,687,5207,1071,394,127,12,906,360,51,0,2898,83,147,58,103,44,81,91,122,90,238,275,429,311,254,204,368,81873,951,353600
60316,49043994400,49,043,994400,4847,3438,1777,960,817,3172,524,205,105,41,514,122,35,28,1792,69,65,58,60,122,93,117,66,79,141,259,215,69,76,85,218,60802,943,351700
60317,49045130600,49,045,130600,3984,1945,921,254,667,1617,114,21,5,17,59,8,0,0,923,57,51,103,71,57,97,66,76,31,88,114,84,27,0,0,1,36992,507,45400
60318,49045130700,49,045,130700,11159,10185,3223,2947,276,6070,490,192,79,13,379,69,27,5,3194,98,47,90,93,145,151,230,262,190,414,594,512,199,108,45,16,56814,664,155300
60319,49045130800,49,045,130800,4709,4405,1502,1162,340,2537,115,46,9,6,122,30,5,2,1506,109,76,92,112,101,73,107,110,83,203,168,168,56,27,13,8,43533,481,120200
60320,49045130900,49,045,130900,3355,2857,1178,913,265,1799,89,37,0,0,96,6,5,0,1191,76,76,66,56,120,160,92,81,77,148,114,96,29,0,0,0,37306,508,102500
60321,49045131000,49,045,131000,8027,6799,2639,2052,587,4232,269,109,11,0,189,32,0,0,2650,199,99,161,126,173,243,165,258,170,374,371,209,72,12,10,8,42439,549,118400
60322,49045131100,49,045,131100,6183,5447,2080,1666,414,3453,254,36,19,9,160,15,0,0,2076,118,72,109,97,101,122,169,213,154,319,273,172,113,0,29,15,46186,560,116700
60323,49045131200,49,045,131200,3318,2859,1134,939,195,2044,153,26,4,4,117,0,5,0,1135,53,97,51,70,75,113,70,52,71,102,162,174,24,16,5,0,43533,562,122100
60329,49049000101,49,049,101,5265,5014,1335,1156,179,2535,283,95,20,30,260,26,35,0,1332,13,28,32,25,89,63,118,70,64,159,177,254,119,75,46,0,60298,635,159000
60330,49049000102,49,049,102,3418,3237,1028,772,256,1733,153,22,8,0,102,0,0,0,1027,50,57,74,28,46,73,30,130,49,122,188,115,40,7,18,0,46635,635,129800
60331,49049000103,49,049,103,3731,3548,1066,811,255,1920,125,35,17,11,109,51,10,0,1070,58,70,65,84,53,66,34,49,70,138,133,148,81,15,6,0,48750,594,144200
60332,49049000201,49,049,201,5172,4906,1226,1164,62,2401,356,191,39,17,238,142,0,9,1190,8,14,26,9,36,29,22,75,51,210,235,238,105,41,39,52,67900,692,174300
60333,49049000202,49,049,202,4419,4190,1158,984,174,2258,151,132,24,27,245,43,7,8,1167,47,19,51,40,19,76,57,77,96,128,202,214,99,20,18,4,57139,660,150700
60334,49049000203,49,049,203,3880,3488,1039,689,350,1889,172,49,53,24,196,11,12,0,1043,68,30,26,52,63,83,66,68,80,76,157,185,40,14,6,29,49194,621,145500
60335,49049000204,49,049,204,4267,3968,1324,983,341,2236,252,87,41,3,141,74,23,0,1331,22,59,83,58,104,115,142,79,93,155,183,95,91,13,32,7,45123,683,144600
60336,49049000300,49,049,300,234,226,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60337,49049000400,49,049,400,3475,3146,1053,697,356,1707,215,19,4,7,116,26,3,0,1044,53,68,43,74,100,120,45,111,27,114,128,89,53,0,14,5,40913,609,121400
60338,49049000501,49,049,501,6721,6272,1776,1486,290,3298,310,135,22,29,359,103,10,0,1818,35,83,39,65,77,175,138,87,93,325,240,256,135,51,5,14,52285,612,166400
60339,49049000502,49,049,502,5065,4704,1311,1075,236,2492,271,106,20,31,243,50,14,21,1293,34,63,27,81,60,80,56,56,104,166,261,162,133,10,0,0,55373,632,155600
60340,49049000503,49,049,503,6110,5472,1756,1018,738,2930,257,84,8,15,177,49,6,0,1758,111,78,87,138,208,117,112,119,150,170,214,139,78,28,9,0,40875,765,132300
60341,49049000601,49,049,601,2318,2157,562,475,87,972,52,39,22,0,64,0,0,0,522,23,5,26,18,16,49,54,26,7,87,43,72,41,32,15,8,52313,858,183800
60342,49049000602,49,049,602,6120,5811,1402,1239,163,2971,379,162,43,95,336,97,0,0,1469,18,0,40,74,100,55,70,66,52,174,248,253,136,69,68,46,63839,575,239200
60343,49049000703,49,049,703,5727,4575,1587,834,753,2683,335,119,30,16,235,75,25,9,1584,101,29,100,75,89,113,122,182,85,178,220,137,52,59,4,38,44648,646,137500
60344,49049000704,49,049,704,5554,5047,1253,1080,173,2442,326,157,26,56,244,132,19,0,1281,27,11,33,37,64,94,91,49,60,160,194,189,189,41,14,28,60755,724,165400
60345,49049000705,49,049,705,5564,5176,1168,1080,88,2481,371,198,28,81,397,83,21,13,1187,20,5,0,12,10,76,30,50,57,93,174,298,151,97,91,23,79450,1246,211000
60346,49049000706,49,049,706,5225,4618,1410,1111,299,2446,305,99,37,27,373,29,5,14,1420,50,27,37,58,28,104,129,103,110,182,169,222,86,32,43,40,51839,986,138600
60347,49049000707,49,049,707,3514,3177,878,780,98,1689,220,102,28,20,222,35,8,0,912,14,56,17,24,45,67,14,7,32,163,188,172,59,18,11,25,60720,775,159500
60348,49049000801,49,049,801,5288,4123,1543,994,549,2565,212,34,17,24,182,53,0,8,1545,124,84,84,153,123,157,106,161,77,184,112,123,50,0,7,0,37474,657,116700
60349,49049000802,49,049,802,4736,3915,1537,1110,427,2545,167,46,61,38,180,60,10,0,1541,94,92,108,119,130,189,77,89,65,128,177,137,87,9,18,22,37139,640,125800
60350,49049000901,49,049,901,5548,4491,1792,717,1075,2638,249,78,29,6,235,53,17,5,1786,159,141,109,199,143,211,151,111,136,114,151,86,32,23,10,10,32730,568,128300
60351,49049000903,49,049,903,3681,3380,872,770,102,1680,250,59,14,82,219,89,7,5,878,24,10,26,30,36,16,32,52,38,120,155,87,98,48,77,29,62331,927,168200
60352,49049000904,49,049,904,3200,3031,828,742,86,1624,242,109,26,40,265,28,0,11,829,17,18,13,18,36,41,74,29,40,91,145,92,106,33,35,41,63836,579,174200
60353,49049001001,49,049,1001,3545,3181,986,844,142,1821,195,123,24,84,227,28,6,7,982,61,33,8,64,32,42,50,81,83,141,132,138,57,18,38,4,52434,839,149600
60354,49049001002,49,049,1002,2439,2300,719,577,142,1270,206,87,28,52,155,40,0,17,718,31,18,37,43,15,32,54,51,23,48,80,149,76,39,18,4,60500,696,151200
60355,49049001101,49,049,1101,7063,5964,2124,940,1184,3195,369,119,26,87,452,77,6,10,2126,106,141,144,215,220,138,116,236,83,163,139,188,133,74,7,23,38672,619,148200
60356,49049001103,49,049,1103,2680,2380,713,427,286,1283,230,59,25,53,186,58,0,0,739,29,27,23,21,39,23,34,8,55,98,99,87,89,27,37,43,64028,400,191900
60357,49049001104,49,049,1104,5920,5326,1575,1313,262,2736,313,172,33,72,299,56,0,9,1544,106,30,70,86,77,99,90,68,103,202,212,172,77,62,30,60,51762,603,161400
60358,49049001201,49,049,1201,3610,3224,1031,541,490,1700,224,72,31,32,224,43,0,21,1060,44,30,65,115,71,26,65,63,63,136,84,163,34,30,27,44,48571,815,170100
60359,49049001202,49,049,1202,4794,3907,1478,680,798,2240,247,80,15,45,267,63,7,0,1460,74,78,122,159,111,161,65,115,90,127,146,97,43,36,22,14,36059,649,143500
60360,49049001300,49,049,1300,3575,2960,1085,588,497,1771,250,57,4,19,241,53,0,10,1077,33,82,82,90,19,110,142,80,47,88,88,109,65,15,20,7,39332,538,142200
60361,49049001401,49,049,1401,3250,2969,827,560,267,1286,200,71,49,44,211,39,0,0,830,10,15,36,49,7,55,67,42,48,66,138,103,65,30,62,37,60746,825,247000
60362,49049001402,49,049,1402,6306,5109,1861,365,1496,2212,367,88,16,50,359,51,42,0,1860,125,152,117,147,158,162,123,136,85,149,206,142,115,43,0,0,37270,647,139600
60363,49049001501,49,049,1501,4003,3779,1085,942,143,2135,254,135,91,191,376,76,0,15,1096,79,43,43,70,65,54,37,33,20,89,82,155,125,73,40,88,62206,607,232500
60364,49049001503,49,049,1503,3681,3467,1090,896,194,2124,216,142,47,156,364,131,0,5,1078,41,30,25,66,111,57,51,54,17,130,86,218,68,58,29,37,56940,989,194100
60365,49049001504,49,049,1504,4157,3847,1248,887,361,2166,297,154,45,188,375,130,2,42,1257,62,44,59,100,82,64,66,112,33,100,119,179,93,67,28,49,50262,469,195100
60366,49049001601,49,049,1601,3729,3329,1080,23,1057,617,137,29,0,8,74,7,10,0,1075,103,139,115,84,147,118,160,62,45,39,16,18,29,0,0,0,27098,537,121300
60367,49049001602,49,049,1602,6073,5589,312,3,309,162,10,0,0,0,23,12,0,0,312,34,32,79,63,44,18,9,0,23,0,10,0,0,0,0,0,20550,248,0
